200002,40,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,60,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,66,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,67,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,70,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,78,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200002,8,0,200002,004,0001,2018-10-31 15:57:40.000,NULL,NULL
200006,10,0,200006,014,0001,2018-10-24 18:03:59.000,NULL,NULL
200006,11,0,200006,014,0001,2018-10-24 18:03:59.000,NULL,NULL
200006,265,0,200006,014,0001,2018-10-24 18:03:59.000,NULL,NULL
200015,23,0,200015,007,0001,2018-12-18 08:44:09.000,NULL,NULL
200015,35,0,200015,007,0001,2018-12-18 08:44:09.000,NULL,NULL
200015,8,0,200015,007,0001,2018-12-18 08:44:09.000,NULL,NULL
200034,243,0,200034,001,0001,2018-10-24 10:41:56.000,NULL,NULL
200034,259,0,200034,001,0001,2018-10-24 10:41:56.000,NULL,NULL
200034,4,0,200034,001,0001,2018-10-24 10:41:56.000,NULL,NULL
200058,27,0,200058,016,0001,2018-10-31 13:51:24.000,NULL,NULL
200058,29,0,200058,016,0001,2018-10-31 13:51:24.000,NULL,NULL
200058,7,0,200058,016,0001,2018-10-31 13:51:24.000,NULL,NULL
200060,2,0,100043,010,0001,2018-10-31 16:03:34.000,NULL,NULL
200067,23,0,100043,010,0001,2018-10-31 13:20:47.000,NULL,NULL
200067,94,0,100043,010,0001,2018-10-31 13:20:47.000,NULL,NULL
200068,23,0,200068,003,0001,2018-10-24 17:05:55.000,NULL,NULL
200070,17,0,200070,013,0001,2018-10-31 11:12:19.000,NULL,NULL
200070,3,0,200070,013,0001,2018-10-31 11:12:19.000,NULL,NULL
200070,6,0,200070,013,0001,2018-10-31 11:12:19.000,NULL,NULL
200084,5,0,200084,006,0001,2018-10-31 13:13:16.000,NULL,NULL
200091,109,0,200091,008,0001,2018-10-31 11:15:32.000,NULL,NULL
200091,144,0,200091,008,0001,2018-10-31 11:15:32.000,NULL,NULL
200091,54,0,200091,008,0001,2018-10-31 11:15:32.000,NULL,NULL
200127,288,0,200127,015,0001,2018-10-24 15:35:52.000,NULL,NULL
200133,232,0,200133,019,0001,2018-10-31 13:34:58.000,NULL,NULL
200133,331,0,200133,019,0001,2018-10-31 13:34:58.000,NULL,NULL
210013,153,0,210013,020,0001,2018-10-24 15:47:17.000,NULL,NULL
300005,124,0,300005,999,0001,2018-10-31 15:32:07.000,NULL,NULL
